Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Europe & Central Asia (IDA & IBRD countries),TEC,Land area (sq. km),AG.LND.TOTL.K2,,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1443300,1443300,1443410,22889015,22885289,22880465,22877475,22877141,22877832,22880311,22887140,22890540,22889581,22888400,22888479,22888854,22888926,22986195,22985978,22985070,22985119,22985054,22985051,22984881,22984900,22983795,22988615,22988623,22988632,22988690.3,22988583.9,22985330.6,22985363,22985312,
Togo,TGO,Land area (sq. km),AG.LND.TOTL.K2,,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,
Thailand,THA,Land area (sq. km),AG.LND.TOTL.K2,,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,
Tajikistan,TJK,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,138786,138790,138790,138790,138790,138790,138790,138790,138790,
Turkmenistan,TKM,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Land area (sq. km),AG.LND.TOTL.K2,,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947269.61,19947139.61,19947139.61,19947139.61,19947139.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918349.61,19918349.61,19918349.61,19918349.61,19918409.61,19918297.63,19918297.63,19918297.63,19917009.67,
Timor-Leste,TLS,Land area (sq. km),AG.LND.TOTL.K2,,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,
Middle East & North Africa (IDA & IBRD countries),TMN,Land area (sq. km),AG.LND.TOTL.K2,,8637960,8637960,8637960,8637960,8637960,8637960,8637960,8637960,8637960,8637960,8637960,8637960,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637920,8637730,8637710,8637710,8637770,8637780,8637780,8635270,8635260,8635260,8635260,8635068,8635068,8635069,8635069,8628809,8628809,8628823,8628823,8628823,8630372.709,
Tonga,TON,Land area (sq. km),AG.LND.TOTL.K2,,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,
South Asia (IDA & IBRD),TSA,Land area (sq. km),AG.LND.TOTL.K2,,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4772280,4772280,4772280,4772280,4772280,4772280,4772630,4772630,4772630,4772630,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770130,4770157,4770157,4770124,4770124.47,4770120,4770120,4770120,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Land area (sq. km),AG.LND.TOTL.K2,,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20140791,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21389970.93,21390016.13,21390008.23,21390054.81,21390016.79,21390049.19,21390737.1,21390987.09,23890917.22,23890879.38,23890832.49,23890886.18,23890893.96,23890882.03,23890897.11,23890902.45,23890860.23,23890863.23,23890863.23,
Trinidad and Tobago,TTO,Land area (sq. km),AG.LND.TOTL.K2,,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,
Tunisia,TUN,Land area (sq. km),AG.LND.TOTL.K2,,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,
Turkey,TUR,Land area (sq. km),AG.LND.TOTL.K2,,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,
Tuvalu,TUV,Land area (sq. km),AG.LND.TOTL.K2,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Tanzania,TZA,Land area (sq. km),AG.LND.TOTL.K2,,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,
Uganda,UGA,Land area (sq. km),AG.LND.TOTL.K2,,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,
Ukraine,UKR,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579340,579340,579340,579380,579360,579330,579320,579320,579320,579320,579320,579320,579290,579290,579290,579300,579400,579400,579400,579400,579400,
Upper middle income,UMC,Land area (sq. km),AG.LND.TOTL.K2,,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134756.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134626.35,40134806.35,44377391.35,44377435.35,44377411.35,44377381.35,44377357.35,44377348.35,44348707.35,44348316.35,44414148.35,44414137.55,44413115.78,44420393.37,44420180.13,44420265.5,44524208.1,44523976.5,44523971.5,44520902.74,44520728.03,44521087.56,44520872.56,44518282.66,44518121.53,44518210.01,44518166.01,44511678.01,44511756.91,44511633.53,44508518.03,44523614.1,44522285.93,
Uruguay,URY,Land area (sq. km),AG.LND.TOTL.K2,,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,
USA,USA,Land area (sq. km),AG.LND.TOTL.K2,,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,
Uzbekistan,UZB,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425400,425400,425400,425400,425400,425400,425400,425400,435965,435911,435911,435877,435853,435849,435850,435984,435967,435945,435892,435809,435800,435789,435789,440600,440591,440588,440587,440555,440650,440653,440652,
St. Vincent and the Grenadines,VCT,Land area (sq. km),AG.LND.TOTL.K2,,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,
"Venezuela, RB",VEN,Land area (sq. km),AG.LND.TOTL.K2,,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,
British Virgin Islands,VGB,Land area (sq. km),AG.LND.TOTL.K2,,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
Virgin Islands (U.S.),VIR,Land area (sq. km),AG.LND.TOTL.K2,,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,
Vietnam,VNM,Land area (sq. km),AG.LND.TOTL.K2,,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,311060,311090,310550,310070,310070,312837,312795,312558,312792,312762,313294,313284,313457,313007.33,313371,313383,313387,313403,313429,313429,313429,313429,313429,
Vanuatu,VUT,Land area (sq. km),AG.LND.TOTL.K2,,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,
World,WLD,Land area (sq. km),AG.LND.TOTL.K2,,104225870.1,104225850.1,104225860.1,104225860.1,104225850.1,104225840.1,104225830.1,104225820.1,104225820.1,104225810.1,104225800.1,104225700.1,104225630.1,104225160.1,104224650.1,104224440.1,104224310.1,104224310.1,104224270.8,104224000.8,104224080.8,104223860.8,104223820.8,104222330.9,104222230.9,104222331,104222231.1,104222221.2,104221231.3,104221231.3,104223141.4,125856203.5,127078827.6,127067070.7,127064120.7,127063665.5,127133005.3,127106973.1,127113760.9,127205656.1,127204476.1,127202279.1,127209405.5,127355946.9,127358689.3,127458477.4,127458249.7,127442369.3,127440810.2,127443187.4,127444197.4,129944210.6,129942438.4,129941818.9,129945451.8,129955249.6,129947963.7,129948830.2,129948646,129944725.5,129783069.3,129718826.2,
Samoa,WSM,Land area (sq. km),AG.LND.TOTL.K2,,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2780,2780,2780,2780,2780,2780,
Kosovo,XKX,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,Land area (sq. km),AG.LND.TOTL.K2,,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,
South Africa,ZAF,Land area (sq. km),AG.LND.TOTL.K2,,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,
Zambia,ZMB,Land area (sq. km),AG.LND.TOTL.K2,,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,
Zimbabwe,ZWE,Land area (sq. km),AG.LND.TOTL.K2,,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,
Vatican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,
